datetime,SPY,cash,commission,total,returns,equity_curve,drawdown
2006-03-03,9246.698,90764.77359999999,27.300000000000008,100011.47159999999,-0.0004436371838254516,1.0001147160000006,0.0013661779999998291
2006-03-06,0.0,100010.17159999999,28.60000000000001,100010.17159999999,-1.2998508863049096e-05,1.0001017160000005,0.00137917799999987
2006-03-07,9189.9681,90804.54499999998,29.90000000000001,99994.51309999998,-0.0001565690744200765,0.9999451310000005,0.0015357629999999123
2006-03-08,9209.356699999998,90804.54499999998,29.90000000000001,100013.90169999999,0.00019389663891478115,1.0001390170000006,0.0013418769999997693
2006-03-09,0.0,100012.60169999998,31.20000000000001,100012.60169999998,-1.2998193030244742e-05,1.0001260170000006,0.00135487699999981
2006-03-10,0.0,100012.60169999998,31.20000000000001,100012.60169999998,0.0,1.0001260170000006,0.00135487699999981
2006-03-13,0.0,100012.60169999998,31.20000000000001,100012.60169999998,0.0,1.0001260170000006,0.00135487699999981
2006-03-14,9348.673200000001,90759.57439999998,32.50000000000001,100108.24759999999,0.0009563384850932444,1.0010824760000008,0.0003984179999996229
2006-03-15,0.0,100106.94759999998,33.800000000000004,100106.94759999998,-1.2985943028342994e-05,1.0010694760000007,0.00041141799999966366
2006-03-16,9409.7176,90715.32009999998,35.1,100125.03769999999,0.00018070773741185597,1.0012503770000007,0.00023051699999965258
2006-03-17,9417.5743,90715.32009999998,35.1,100132.89439999999,7.846888431184418e-05,1.0013289440000008,0.0001519499999995677
2006-03-20,9402.433,90715.32009999998,35.1,100117.75309999999,-0.00015121204765655705,1.0011775310000008,0.00030336299999955685
2006-03-21,0.0,100116.45309999998,36.4,100116.45309999998,-1.2984710101360264e-05,1.0011645310000008,0.0003163629999995976
2006-03-22,0.0,100116.45309999998,36.4,100116.45309999998,0.0,1.0011645310000008,0.0003163629999995976
2006-03-23,0.0,100116.45309999998,36.4,100116.45309999998,0.0,1.0011645310000008,0.0003163629999995976
2006-03-24,9388.0119,90734.34789999998,37.699999999999996,100122.35979999998,5.899829465683126e-05,1.0012235980000006,0.0002572959999997959
2006-03-27,9374.3179,90734.34789999998,37.699999999999996,100108.66579999997,-0.00013677264526479327,1.0010866580000006,0.0003942359999997702
2006-03-28,0.0,100107.36579999999,38.99999999999999,100107.36579999999,-1.2985888779959431e-05,1.0010736580000008,0.0004072359999995889
2006-03-29,0.0,100107.36579999999,38.99999999999999,100107.36579999999,0.0,1.0010736580000008,0.0004072359999995889
2006-03-30,0.0,100107.36579999999,38.99999999999999,100107.36579999999,0.0,1.0010736580000008,0.0004072359999995889
2006-03-31,9360.6186,90747.61469999999,40.29999999999999,100108.23329999999,8.66569600632694e-06,1.001082333000001,0.00039856099999946437
2006-04-03,9353.4088,90747.61469999999,40.29999999999999,100101.0235,-7.202005032280745e-05,1.001010235000001,0.0004706589999994293
2006-04-04,0.0,100099.7235,41.59999999999999,100099.7235,-1.2986880199128414e-05,1.000997235000001,0.00048365899999947004
2006-04-05,0.0,100099.7235,41.59999999999999,100099.7235,0.0,1.000997235000001,0.00048365899999947004
2006-04-06,9435.6018,90652.72949999999,42.899999999999984,100088.33129999999,-0.00011380850617437321,1.000883313000001,0.0005975809999994031
2006-04-07,9339.707900000001,90652.72949999999,42.899999999999984,99992.4374,-0.0009580927042590615,0.999924374000001,0.001556519999999395
2006-04-10,0.0,99991.13739999999,44.19999999999998,99991.13739999999,-1.300098321233012e-05,0.9999113740000011,0.0015695199999993248
2006-04-11,9274.8215,90635.7091,45.49999999999998,99910.5306,-0.0008061394449143666,0.9991053060000011,0.0023755879999992624
2006-04-12,0.0,99909.2306,46.799999999999976,99909.2306,-1.3011641437521426e-05,0.9990923060000011,0.002388587999999303
2006-04-13,9279.866,90615.8072,48.09999999999997,99895.67319999999,-0.00013569717150840876,0.9989567320000011,0.002524161999999275
2006-04-17,0.0,99894.3732,49.39999999999997,99894.3732,-1.301357664795777e-05,0.9989437320000012,0.0025371619999992046
2006-04-18,9423.3421,90616.81360000001,50.69999999999997,100040.1557,0.0014593664821154206,1.0004015570000013,0.0010793369999990698
2006-04-19,0.0,100038.85570000001,51.999999999999964,100038.85570000001,-1.2994781854236415e-05,1.0003885570000015,0.0010923369999988886
2006-04-20,9454.3457,90596.18990000001,53.29999999999996,100050.53560000002,0.00011675363455809773,1.0005053560000017,0.0009755379999987213
2006-04-21,9455.786100000001,90596.18990000001,53.29999999999996,100051.97600000001,1.439672452874241e-05,1.0005197600000015,0.0009611339999988644
2006-04-24,9438.485,90596.18990000001,53.29999999999996,100034.67490000001,-0.00017292112251732217,1.0003467490000015,0.001134144999998865
2006-04-25,0.0,100033.37490000001,54.59999999999996,100033.37490000001,-1.299549382549614e-05,1.0003337490000015,0.0011471449999989058
2006-04-26,0.0,100033.37490000001,54.59999999999996,100033.37490000001,0.0,1.0003337490000015,0.0011471449999989058
2006-04-27,9447.137499999999,90630.36520000001,55.899999999999956,100077.50270000001,0.0004411307730456393,1.0007750270000015,0.0007058669999988609
2006-04-28,0.0,100076.20270000001,57.19999999999995,100076.20270000001,-1.2989932451690223e-05,1.0007620270000015,0.0007188669999989017
2006-05-01,9401.709700000001,90596.043,58.49999999999995,99997.75270000001,-0.0007839026450190412,0.9999775270000015,0.0015033669999988675
2006-05-02,0.0,99996.45270000001,59.79999999999995,99996.45270000001,-1.3000292155562754e-05,0.9999645270000015,0.0015163669999989082
2006-05-03,0.0,99996.45270000001,59.79999999999995,99996.45270000001,0.0,0.9999645270000015,0.0015163669999989082
2006-05-04,0.0,99996.45270000001,59.79999999999995,99996.45270000001,0.0,0.9999645270000015,0.0015163669999989082
2006-05-05,0.0,99996.45270000001,59.79999999999995,99996.45270000001,0.0,0.9999645270000015,0.0015163669999989082
2006-05-08,0.0,99996.45270000001,59.79999999999995,99996.45270000001,0.0,0.9999645270000015,0.0015163669999989082
2006-05-09,9561.771400000001,90452.126,61.099999999999945,100013.8974,0.0001744531883778322,1.0001389740000013,0.0013419199999991083
2006-05-10,0.0,100012.5974,62.39999999999994,100012.5974,-1.299819358901999e-05,1.0001259740000012,0.001354919999999149
2006-05-11,9441.3658,90454.5706,63.69999999999994,99895.9364,-0.0011664630559828915,0.9989593640000013,0.002521529999999106
2006-05-12,0.0,99894.6364,64.99999999999994,99894.6364,-1.3013542360718056e-05,0.9989463640000013,0.0025345299999991466
2006-05-15,9336.8263,90575.2578,66.29999999999994,99912.08410000001,0.00017466102914820425,0.9991208410000013,0.002360052999999085
2006-05-16,9323.1262,90575.2578,66.29999999999994,99898.384,-0.0001371215516462465,0.9989838400000013,0.0024970539999991104
2006-05-17,0.0,99897.084,67.59999999999994,99897.084,-1.3013223517210903e-05,0.9989708400000012,0.002510053999999151
2006-05-18,0.0,99897.084,67.59999999999994,99897.084,0.0,0.9989708400000012,0.002510053999999151
2006-05-19,9163.7863,90796.1662,68.89999999999993,99959.95250000001,0.0006293326840252078,0.9995995250000014,0.0018813689999990224
2006-05-22,0.0,99958.65250000001,70.19999999999993,99958.65250000001,-1.3005208260752354e-05,0.9995865250000014,0.0018943689999989521
2006-05-23,0.0,99958.65250000001,70.19999999999993,99958.65250000001,0.0,0.9995865250000014,0.0018943689999989521
2006-05-24,9096.7323,90932.71870000001,71.49999999999993,100029.45100000002,0.0007082778551861235,1.0002945100000014,0.001186383999999041
2006-05-25,0.0,100028.15100000001,72.79999999999993,100028.15100000001,-1.2996172497281577e-05,1.0002815100000013,0.0011993839999990819
2006-05-26,0.0,100028.15100000001,72.79999999999993,100028.15100000001,0.0,1.0002815100000013,0.0011993839999990819
2006-05-30,9091.6878,90770.77720000001,74.09999999999992,99862.46500000001,-0.0016563937086071512,0.9986246500000012,0.002856243999999175
2006-05-31,0.0,99861.16500000001,75.39999999999992,99861.16500000001,-1.3017904174517092e-05,0.9986116500000012,0.002869243999999216
2006-06-01,0.0,99861.16500000001,75.39999999999992,99861.16500000001,0.0,0.9986116500000012,0.002869243999999216
2006-06-02,9300.775899999999,90578.55930000001,76.69999999999992,99879.3352,0.00018195461669212598,0.9987933520000012,0.00268754199999921
2006-06-05,9165.2267,90578.55930000001,76.69999999999992,99743.78600000001,-0.00135712957769063,0.9974378600000012,0.004043033999999168
2006-06-06,0.0,99742.486,77.99999999999991,99742.486,-1.3033393378547586e-05,0.9974248600000012,0.004056033999999209
2006-06-07,9074.3843,90598.3111,79.29999999999991,99672.69540000001,-0.0006997078456616457,0.9967269540000012,0.004753939999999179
2006-06-08,0.0,99671.39540000001,80.59999999999991,99671.39540000001,-1.304268932211805e-05,0.9967139540000012,0.00476693999999922
2006-06-09,9037.6144,90603.6426,81.8999999999999,99641.25700000001,-0.0003023776267909728,0.9964125700000012,0.005068323999999236
2006-06-12,0.0,99639.95700000001,83.1999999999999,99639.95700000001,-1.3046804497873765e-05,0.9963995700000011,0.0050813239999992765
2006-06-13,0.0,99639.95700000001,83.1999999999999,99639.95700000001,0.0,0.9963995700000011,0.0050813239999992765
2006-06-14,8904.2297,90802.9217,84.4999999999999,99707.1514,0.0006743720292852196,0.9970715140000009,0.004409379999999463
2006-06-15,0.0,99705.85140000001,85.7999999999999,99705.85140000001,-1.3038182133717768e-05,0.9970585140000011,0.004422379999999282
2006-06-16,0.0,99705.85140000001,85.7999999999999,99705.85140000001,0.0,0.9970585140000011,0.004422379999999282
2006-06-19,8955.899,90677.68370000002,87.0999999999999,99633.58270000003,-0.0007248190450734882,0.9963358270000012,0.0051450669999991705
2006-06-20,8986.3136,90677.68370000002,87.0999999999999,99663.99730000002,0.0003052645420928979,0.9966399730000012,0.004840920999999221
2006-06-21,9052.9396,90677.68370000002,87.0999999999999,99730.62330000002,0.0006685061988780383,0.9973062330000013,0.00417466099999908
2006-06-22,0.0,99729.32330000002,88.39999999999989,99729.32330000002,-1.3035113558768074e-05,0.9972932330000013,0.004187660999999121
2006-06-23,0.0,99729.32330000002,88.39999999999989,99729.32330000002,0.0,0.9972932330000013,0.004187660999999121
2006-06-26,9051.4893,90716.36480000002,89.69999999999989,99767.85410000003,0.0003863537696340291,0.9976785410000013,0.0038023529999990924
2006-06-27,0.0,99766.55410000002,90.99999999999989,99766.55410000002,-1.3030249189305287e-05,0.9976655410000013,0.003815352999999133
2006-06-28,0.0,99766.55410000002,90.99999999999989,99766.55410000002,0.0,0.9976655410000013,0.003815352999999133
2006-06-29,0.0,99766.55410000002,90.99999999999989,99766.55410000002,0.0,0.9976655410000013,0.003815352999999133
2006-06-30,0.0,99766.55410000002,90.99999999999989,99766.55410000002,0.0,0.9976655410000013,0.003815352999999133
2006-07-03,9254.9835,90547.92850000002,92.29999999999988,99802.91200000003,0.0003644297463012425,0.9980291200000014,0.003451773999998964
2006-07-05,0.0,99801.61200000002,93.59999999999988,99801.61200000002,-1.3025672036537372e-05,0.9980161200000014,0.0034647739999990046
2006-07-06,0.0,99801.61200000002,93.59999999999988,99801.61200000002,0.0,0.9980161200000014,0.0034647739999990046
2006-07-07,0.0,99801.61200000002,93.59999999999988,99801.61200000002,0.0,0.9980161200000014,0.0034647739999990046
2006-07-10,0.0,99801.61200000002,93.59999999999988,99801.61200000002,0.0,0.9980161200000014,0.0034647739999990046
2006-07-11,9226.7349,90614.12500000003,94.89999999999988,99840.85990000002,0.0003932591790201112,0.9984085990000015,0.003072294999998948
2006-07-12,0.0,99839.55990000002,96.19999999999987,99839.55990000002,-1.3020721188694573e-05,0.9983955990000015,0.0030852949999988777
2006-07-13,0.0,99839.55990000002,96.19999999999987,99839.55990000002,0.0,0.9983955990000015,0.0030852949999988777
2006-07-14,0.0,99839.55990000002,96.19999999999987,99839.55990000002,0.0,0.9983955990000015,0.0030852949999988777
2006-07-17,8932.0,90893.22510000003,97.49999999999987,99825.22510000003,-0.00014357835725997692,0.9982522510000015,0.003228642999998921
2006-07-18,8977.623,90893.22510000003,97.49999999999987,99870.84810000003,0.0004570287715786048,0.9987084810000015,0.0027724129999988634
2006-07-19,0.0,99869.54810000003,98.79999999999987,99869.54810000003,-1.3016811459376498e-05,0.9986954810000015,0.002785412999998904
2006-07-20,0.0,99869.54810000003,98.79999999999987,99869.54810000003,0.0,0.9986954810000015,0.002785412999998904
2006-07-21,0.0,99869.54810000003,98.79999999999987,99869.54810000003,0.0,0.9986954810000015,0.002785412999998904
2006-07-24,9139.839899999999,90892.07240000003,100.09999999999987,100031.91230000003,0.0016257628385123457,1.0003191230000015,0.0011617709999989234
2006-07-25,0.0,100030.61230000004,101.39999999999986,100030.61230000004,-1.2995852724406731e-05,1.0003061230000017,0.0011747709999987421
2006-07-26,9184.7366,90856.88420000003,102.69999999999986,100041.62080000003,0.00011005131076258223,1.0004162080000016,0.0010646859999987601
2006-07-27,9176.046,90856.88420000003,102.69999999999986,100032.93020000003,-8.68698440759097e-05,1.0003293020000017,0.0011515919999987023
2006-07-28,0.0,100031.63020000003,103.99999999999986,100031.63020000003,-1.2995720483299777e-05,1.0003163020000017,0.001164591999998743
2006-07-31,0.0,100031.63020000003,103.99999999999986,100031.63020000003,0.0,1.0003163020000017,0.001164591999998743
2006-08-01,9212.9784,90771.72730000003,105.29999999999986,99984.70570000002,-0.0004690966237997918,0.9998470570000015,0.0016338369999988611
2006-08-02,0.0,99983.40570000003,106.59999999999985,99983.40570000003,-1.3001988563021705e-05,0.9998340570000016,0.0016468369999987909
2006-08-03,0.0,99983.40570000003,106.59999999999985,99983.40570000003,0.0,0.9998340570000016,0.0016468369999987909
2006-08-04,9283.9493,90682.22170000004,107.89999999999985,99966.17100000003,-0.000172375604524988,0.9996617100000016,0.001819183999998808
2006-08-07,0.0,99964.87100000004,109.19999999999985,99964.87100000004,-1.30043992581097e-05,0.9996487100000017,0.0018321839999987377
2006-08-08,9226.7349,90701.34490000004,110.49999999999984,99928.07980000004,-0.00036804128922451884,0.9992807980000016,0.002200095999998819
2006-08-09,0.0,99926.77980000005,111.79999999999984,99926.77980000005,-1.3009356354953816e-05,0.9992677980000018,0.0022130959999986377
2006-08-10,9223.846399999999,90729.87890000005,113.09999999999984,99953.72530000005,0.0002696524400558342,0.9995372530000017,0.0019436409999986637
2006-08-11,0.0,99952.42530000006,114.39999999999984,99952.42530000006,-1.300601849596461e-05,0.9995242530000018,0.0019566409999985934
2006-08-14,0.0,99952.42530000006,114.39999999999984,99952.42530000006,0.0,0.9995242530000018,0.0019566409999985934
2006-08-15,9315.0887,90746.10970000006,115.69999999999983,100061.19840000005,0.0010882487310690525,1.0006119840000018,0.0008689099999985572
2006-08-16,0.0,100059.89840000006,116.99999999999983,100059.89840000006,-1.2992049073679013e-05,1.000598984000002,0.0008819099999983759
2006-08-17,9416.473399999999,90666.02100000007,118.29999999999983,100082.49440000007,0.00022582473459720198,1.000824944000002,0.0006559499999982954
2006-08-18,9464.271499999999,90666.02100000007,118.29999999999983,100130.29250000007,0.000477587017455372,1.001302925000002,0.0001779689999983347
2006-08-21,0.0,100128.99250000007,119.59999999999982,100128.99250000007,-1.298308401531667e-05,1.001289925000002,0.00019096899999837547
2006-08-22,0.0,100128.99250000007,119.59999999999982,100128.99250000007,0.0,1.001289925000002,0.00019096899999837547
2006-08-23,9396.9208,90704.70060000007,120.89999999999982,100101.62140000006,-0.0002733583881812107,1.0010162140000018,0.0004646799999985518
2006-08-24,0.0,100100.32140000007,122.19999999999982,100100.32140000007,-1.2986802629288974e-05,1.0010032140000018,0.00047767999999859256
2006-08-25,9400.544,90710.06650000007,123.49999999999982,100110.61050000007,0.000102787881757882,1.0011061050000016,0.00037478899999876525
2006-08-28,0.0,100109.31050000008,124.79999999999981,100109.31050000008,-1.2985636522411248e-05,1.0010931050000018,0.00038778899999858396
2006-08-29,0.0,100109.31050000008,124.79999999999981,100109.31050000008,0.0,1.0010931050000018,0.00038778899999858396
2006-08-30,9462.0979,90651.70250000009,126.09999999999981,100113.8004000001,4.4849974269123294e-05,1.001138004000002,0.0003428899999984303
2006-08-31,9460.6491,90651.70250000009,126.09999999999981,100112.35160000008,-1.447153133959933e-05,1.0011235160000018,0.000357377999998576
2006-09-01,9517.1364,90651.70250000009,126.09999999999981,100168.83890000009,0.00056423906837888,1.001688389000002,0.0
2006-09-05,0.0,100167.53890000009,127.3999999999998,100167.53890000009,-1.2978087939097271e-05,1.0016753890000019,1.3000000000040757e-05
2006-09-06,9451.235200000001,90630.99870000008,128.69999999999982,100082.23390000008,-0.0008516231998588752,1.0008223390000017,0.0008660500000001736
2006-09-07,0.0,100080.93390000009,129.99999999999983,100080.93390000009,-1.2989318376788184e-05,1.000809339000002,0.0008790499999999923
2006-09-08,9434.5779,90671.8489000001,131.29999999999984,100106.4268000001,0.00025472284286909286,1.001064268000002,0.0006241209999999775
2006-09-11,0.0,100105.1268000001,132.59999999999985,100105.1268000001,-1.2986179225071837e-05,1.0010512680000019,0.0006371210000000183
2006-09-12,9536.689,90659.8349000001,133.89999999999986,100196.5239000001,0.0009130111805621954,1.0019652390000018,0.0
2006-09-13,0.0,100195.2239000001,135.19999999999987,100195.2239000001,-1.2974502002660593e-05,1.0019522390000017,1.3000000000040757e-05
2006-09-14,9575.7942,90618.8545000001,136.4999999999999,100194.6487000001,-5.74079260073912e-06,1.0019464870000019,1.8751999999899738e-05
2006-09-15,9598.2704,90618.8545000001,136.4999999999999,100217.1249000001,0.00022432535361538442,1.0021712490000019,0.0
2006-09-18,0.0,100215.82490000011,137.7999999999999,100215.82490000011,-1.2971834916331026e-05,1.002158249000002,1.2999999999818712e-05
2006-09-19,9587.3589,90603.1640000001,139.0999999999999,100190.5229000001,-0.00025247509587689176,1.001905229000002,0.00026601999999997794
2006-09-20,0.0,100189.22290000011,140.39999999999992,100189.22290000011,-1.2975279121807404e-05,1.001892229000002,0.00027901999999979665
2006-09-21,0.0,100189.22290000011,140.39999999999992,100189.22290000011,0.0,1.001892229000002,0.00027901999999979665
2006-09-22,0.0,100189.22290000011,140.39999999999992,100189.22290000011,0.0,1.001892229000002,0.00027901999999979665
2006-09-25,9636.0931,90625.2985000001,141.69999999999993,100261.3916000001,0.0007203239820716689,1.002613916000002,0.0
2006-09-26,0.0,100260.0916000001,142.99999999999994,100260.0916000001,-1.2966107683642925e-05,1.002600916000002,1.3000000000040757e-05
2006-09-27,9727.742,90542.6928000001,144.29999999999995,100270.4348000001,0.00010316367993423725,1.002704348000002,0.0
2006-09-28,9724.1028,90542.6928000001,144.29999999999995,100266.7956000001,-3.6293848802659845e-05,1.0026679560000018,3.639200000016274e-05
2006-09-29,9716.0988,90542.6928000001,144.29999999999995,100258.79160000011,-7.982702500952676e-05,1.002587916000002,0.00011643199999999965
2006-10-02,0.0,100257.49160000011,145.59999999999997,100257.49160000011,-1.2966443932338478e-05,1.002574916000002,0.0001294320000000404
2006-10-03,0.0,100257.49160000011,145.59999999999997,100257.49160000011,0.0,1.002574916000002,0.0001294320000000404
2006-10-04,0.0,100257.49160000011,145.59999999999997,100257.49160000011,0.0,1.002574916000002,0.0001294320000000404
2006-10-05,0.0,100257.49160000011,145.59999999999997,100257.49160000011,0.0,1.002574916000002,0.0001294320000000404
2006-10-06,9820.1164,90423.71250000011,146.89999999999998,100243.82890000011,-0.00013627610048849714,1.0024382890000019,0.0002660590000000962
2006-10-09,0.0,100242.5289000001,148.2,100242.5289000001,-1.29683793432811e-05,1.0024252890000018,0.00027905900000013695
2006-10-10,9839.0289,90415.2951000001,149.5,100254.32400000011,0.00011766562684956128,1.0025432400000018,0.00016110800000013192
2006-10-11,0.0,100253.0240000001,150.8,100253.0240000001,-1.296702175157538e-05,1.0025302400000018,0.00017410800000017268
2006-10-12,0.0,100253.0240000001,150.8,100253.0240000001,0.0,1.0025302400000018,0.00017410800000017268
2006-10-13,0.0,100253.0240000001,150.8,100253.0240000001,0.0,1.0025302400000018,0.00017410800000017268
2006-10-16,9953.2188,90313.77620000011,152.10000000000002,100266.99500000011,0.00013935739235160227,1.0026699500000018,3.439800000015758e-05
2006-10-17,9921.946699999999,90313.77620000011,152.10000000000002,100235.72290000011,-0.0003118882739031603,1.0023572290000018,0.00034711900000017337
2006-10-18,0.0,100234.4229000001,153.40000000000003,100234.4229000001,-1.2969428088038804e-05,1.0023442290000018,0.00036011900000021413
2006-10-19,9951.0406,90298.08570000011,154.70000000000005,100249.12630000012,0.00014669012475576615,1.002491263000002,0.00021308499999994623
2006-10-20,9953.2188,90298.08570000011,154.70000000000005,100251.30450000011,2.1727870160859197e-05,1.002513045000002,0.00019130300000003153
2006-10-23,9999.0456,90298.08570000011,154.70000000000005,100297.13130000011,0.0004571192387825551,1.002971313000002,0.0
2006-10-24,0.0,100295.8313000001,156.00000000000006,100295.8313000001,-1.2961487364071544e-05,1.002958313000002,1.3000000000040757e-05
2006-10-25,10063.055400000001,90265.66780000011,157.30000000000007,100328.72320000011,0.00032794882472853004,1.003287232000002,0.0
2006-10-26,10094.3268,90265.66780000011,157.30000000000007,100359.99460000011,0.00031168940461512307,1.003599946000002,0.0
2006-10-27,10031.049299999999,90265.66780000011,157.30000000000007,100296.71710000011,-0.0006305052152723034,1.002967171000002,0.0006327749999999188
2006-10-30,0.0,100295.41710000011,158.60000000000008,100295.41710000011,-1.2961540891809342e-05,1.002954171000002,0.0006457749999999596
2006-10-31,10022.319,90270.34090000011,159.9000000000001,100292.65990000012,-2.749078751274059e-05,1.002926599000002,0.0006733469999999908
2006-11-01,9954.677599999999,90270.34090000011,159.9000000000001,100225.01850000011,-0.0006744401840319547,1.0022501850000018,0.0013497610000001714
2006-11-02,0.0,100223.7185000001,161.2000000000001,100223.7185000001,-1.2970813270563042e-05,1.0022371850000018,0.0013627610000002122
2006-11-03,9931.403400000001,90273.5621000001,162.5000000000001,100204.9655000001,-0.00018711139718896597,1.0020496550000018,0.001550291000000259
2006-11-06,0.0,100203.6655000001,163.80000000000013,100203.6655000001,-1.2973408987315693e-05,1.002036655000002,0.0015632910000000777
2006-11-07,0.0,100203.6655000001,163.80000000000013,100203.6655000001,0.0,1.002036655000002,0.0015632910000000777
2006-11-08,10103.7857,90120.4014000001,165.10000000000014,100224.1871000001,0.00020479889530578,1.0022418710000018,0.0013580750000001807
2006-11-09,10050.6905,90120.4014000001,165.10000000000014,100171.0919000001,-0.0005297643366967142,1.0017109190000018,0.0018890270000002651
2006-11-10,0.0,100169.7919000001,166.40000000000015,100169.7919000001,-1.2977796042257239e-05,1.0016979190000017,0.0019020270000003059
2006-11-13,10079.7844,90113.4390000001,167.70000000000016,100193.2234000001,0.00023391782647808057,1.0019322340000019,0.0016677120000001544
2006-11-14,0.0,100191.9234000001,169.00000000000017,100191.9234000001,-1.2974929400333401e-05,1.0019192340000018,0.0016807120000001952
2006-11-15,0.0,100191.9234000001,169.00000000000017,100191.9234000001,0.0,1.0019192340000018,0.0016807120000001952
2006-11-16,10210.7132,90006.1012000001,170.30000000000018,100216.8144000001,0.00024843319855860635,1.0021681440000019,0.0014318020000001486
2006-11-17,10213.6177,90006.1012000001,170.30000000000018,100219.71890000011,2.8982162498358832e-05,1.0021971890000019,0.0014027570000001433
2006-11-20,10219.4359,90006.1012000001,170.30000000000018,100225.5371000001,5.805444341544508e-05,1.0022553710000017,0.001344575000000292
2006-11-21,0.0,100224.23710000011,171.6000000000002,100224.23710000011,-1.2970746155138713e-05,1.002242371000002,0.0013575750000001108
